"Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery Name","City","State"
"Sun King Oktoberfest",874,5.5,23,26,"Märzen / Oktoberfest",16,"Sun King Brewing Company","Indianapolis"," IN"
"Indianapolis Indians Lager",739,5.2,24,26,"Dortmunder / Export Lager",16,"Sun King Brewing Company","Indianapolis"," IN"
"Indians Victory Lager (2012)",698,5.2,24,26,"Dortmunder / Export Lager",16,"Sun King Brewing Company","Indianapolis"," IN"
"Chaka",660,8,25,26,"Belgian Strong Pale Ale",16,"Sun King Brewing Company","Indianapolis"," IN"
"Isis",651,9.1,91,26,"American Double / Imperial IPA",16,"Sun King Brewing Company","Indianapolis"," IN"
"Wee Muckle (2011)",584,9,30,26,"Scotch Ale / Wee Heavy",16,"Sun King Brewing Company","Indianapolis"," IN"
"Grapefruit Jungle (GFJ) (2011)",532,7.5,77,26,"American IPA",16,"Sun King Brewing Company","Indianapolis"," IN"
"Sun King Oktoberfest (2011)",526,5.5,23,26,"Märzen / Oktoberfest",16,"Sun King Brewing Company","Indianapolis"," IN"
"Johan the Barleywine",394,9.9,60,26,"English Barleywine",16,"Sun King Brewing Company","Indianapolis"," IN"
"Wee Mac Scottish-Style Ale",213,5.4,23,26,"Scottish Ale",16,"Sun King Brewing Company","Indianapolis"," IN"
"Sunlight Cream Ale",55,5.3,20,26,"Cream Ale",16,"Sun King Brewing Company","Indianapolis"," IN"
"Osiris Pale Ale (2010)",54,5.6,50,26,"American Pale Ale (APA)",16,"Sun King Brewing Company","Indianapolis"," IN"
"Dam Lager",1207,4.5,23.25,456,"American Amber / Red Lager",12,"Sunken City Brewing Company","Hardy"," VA"
"Red Clay IPA",1206,7,67.6345514950166,456,"American IPA",12,"Sunken City Brewing Company","Hardy"," VA"
"Todd the Axe Man",2543,7.2,67.6345514950166,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Doomtree",2409,5.7,45.7142857142857,62,"Extra Special / Strong Bitter (ESB)",16,"Surly Brewing Company","Brooklyn Center"," MN"
"BLAKKR",1739,9.9,85,62,"American Black Ale",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Overrated! West Coast Style IPA",1112,7.3,69,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center"," MN"
"WET",329,7.5,90,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Bitter Brewer",19,4,37,62,"English Bitter",16,"Surly Brewing Company","Brooklyn Center"," MN"
"SurlyFest",18,5.5,34,62,"Rye Beer",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Coffee Bender",17,5.1,45,62,"American Brown Ale",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Bender",16,5.1,45,62,"American Brown Ale",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Abrasive Ale",15,9.7,120,62,"American Double / Imperial IPA",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Hell",14,5.1,20,62,"Keller Bier / Zwickel Bier",16,"Surly Brewing Company","Brooklyn Center"," MN"
"CynicAle",13,6.7,33,62,"Saison / Farmhouse Ale",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Furious",12,6.2,99,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Big Nose",1242,7.3,50,448,"American IPA",12,"Swamp Head Brewery","Gainesville"," FL"
"Cotton Mouth",1241,5,10,448,"Witbier",12,"Swamp Head Brewery","Gainesville"," FL"
"Stump Knocker Pale Ale",1240,5.6,35,448,"American Pale Ale (APA)",12,"Swamp Head Brewery","Gainesville"," FL"
"Midnight Oil",1239,5,38,448,"Oatmeal Stout",12,"Swamp Head Brewery","Gainesville"," FL"
"Wild Night",1238,5.9,18,448,"Cream Ale",12,"Swamp Head Brewery","Gainesville"," FL"
"Bermuda Triangle Ginger Beer",1554,4.5,22.2,382,"Herbed / Spiced Beer",12,"Swashbuckler Brewing Company","Manheim"," PA"
"Take Two Pils",2568,5.5,35,50,"German Pilsener",12,"SweetWater Brewing Company","Atlanta"," GA"
"Waterkeeper",2551,5.7,17.5925925925926,50,"Hefeweizen",12,"SweetWater Brewing Company","Atlanta"," GA"
"SweetWater IPA",1710,6.4,67.6345514950166,50,"American IPA",12,"SweetWater Brewing Company","Atlanta"," GA"
"420 Extra Pale Ale",1709,5.4,44.9411764705882,50,"American Pale Ale (APA)",12,"SweetWater Brewing Company","Atlanta"," GA"
"Dodgy Knight Imperial IPA",1229,8,95,450,"American Double / Imperial IPA",12,"TailGate Beer","San Diego"," CA"
"TailGate Saison",1164,5,28.3913043478261,450,"Saison / Farmhouse Ale",12,"TailGate Beer","San Diego"," CA"
"TailGate IPA",663,5,44,450,"American IPA",24,"TailGate Beer","San Diego"," CA"
"TailGate IPA",662,5,44,450,"American IPA",12,"TailGate Beer","San Diego"," CA"
"TailGate Hefeweizen",623,4.9,28,450,"Hefeweizen",24,"TailGate Beer","San Diego"," CA"
"Blacktop Blonde",622,5,19,450,"American Blonde Ale",24,"TailGate Beer","San Diego"," CA"
"Blacktop Blonde",362,5,19,450,"American Blonde Ale",12,"TailGate Beer","San Diego"," CA"
"TailGate Hefeweizen",361,4.9,28,450,"Hefeweizen",12,"TailGate Beer","San Diego"," CA"
"Wooden Rooster",2575,8.5,34,46,"Tripel",16.9,"Tallgrass Brewing Company","Manhattan"," KS"
"Ginger Peach Saison",2555,4.8,20,46,"Saison / Farmhouse Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Zombie Monkie",1736,6.2,35,46,"American Porter",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Wild Plum Farmhouse Ale",1196,5.6,20,46,"Saison / Farmhouse Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Vanilla Bean Buffalo Sweat",1063,5,20,46,"Oatmeal Stout",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Ethos IPA",1017,6.8,110,46,"American IPA",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Tallgrass Pub Ale",1009,4.4,12,46,"American Brown Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Oasis",912,7.2,93,46,"Extra Special / Strong Bitter (ESB)",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Buffalo Sweat",765,5,20,46,"Milk / Sweet Stout",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Halcyon Unfiltered Wheat",676,5,20,46,"American Pale Wheat Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"8-Bit Pale Ale",595,5.2,44.9411764705882,46,"American Pale Ale (APA)",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Velvet Rooster",537,8.5,23.5,46,"Tripel",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Halcyon Unfiltered Wheat",412,5,20,46,"American Pale Wheat Ale",12,"Tallgrass Brewing Company","Manhattan"," KS"
"Köld Lager (2010)",105,5,16,46,"German Pilsener",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Oasis (2010)",104,7.2,93,46,"American Double / Imperial IPA",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Tallgrass Ale",103,4.4,22,46,"American Brown Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Buffalo Sweat (2010)",102,5,20,46,"Milk / Sweet Stout",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Tallgrass IPA",101,6.3,60,46,"American IPA",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Hat Trick Hop IPA",1433,6.8,67.6345514950166,410,"American IPA",16,"Tamarack Brewing Company","Lakeside"," MT"
"Yard Sale Amber Ale",1432,5.6,36.2987012987013,410,"American Amber / Red Ale",16,"Tamarack Brewing Company","Lakeside"," MT"
"Loafin Bräu",936,5.5,34.125,491,"Altbier",16,"Tampa Bay Brewing Company","Tampa"," FL"
"Old Elephant Foot IPA",544,7,80,491,"American IPA",16,"Tampa Bay Brewing Company","Tampa"," FL"
"Peck's Porter",2640,6.5,35,8,"American Porter",16,"Tapistry Brewing","Bridgman"," MI"
"Reactor",2448,7,67.6345514950166,8,"American IPA",16,"Tapistry Brewing","Bridgman"," MI"
"Mr. Orange",2447,5.7,16.2083333333333,8,"Witbier",16,"Tapistry Brewing","Bridgman"," MI"
"Deduction",2601,8,22,29,"Dubbel",12,"Taxman Brewing Company","Bargersville"," IN"
"Face Down Brown Ale",973,5.7,29.8947368421053,481,"American Brown Ale",12,"Telluride Brewing Company","Telluride"," CO"
"Tempter IPA",827,6.4,67.6345514950166,481,"American IPA",12,"Telluride Brewing Company","Telluride"," CO"
"Bridal Veil Rye Pale Ale",589,5.5,44.9411764705882,481,"American Pale Ale (APA)",12,"Telluride Brewing Company","Telluride"," CO"
"Smittytown",2155,4.8,45.7142857142857,211,"Extra Special / Strong Bitter (ESB)",12,"Temperance Beer Company","Evanston"," IL"
"Greenwood Beach",1982,4,14.2,211,"Fruit / Vegetable Beer",12,"Temperance Beer Company","Evanston"," IL"
"Gatecrasher",1939,6.6,54.7142857142857,211,"English India Pale Ale (IPA)",12,"Temperance Beer Company","Evanston"," IL"
"RecreationAle",1082,4.7,42,470,"American Pale Ale (APA)",12,"Terrapin Brewing Company","Athens"," GA"
"First Stand",2119,5.5,35,216,"Saison / Farmhouse Ale",12,"Texian Brewing Co.","Richmond"," TX"
"Battle LIne",2118,6.3,23,216,"American Brown Ale",12,"Texian Brewing Co.","Richmond"," TX"
"Broken Bridge",2117,5.6,12,216,"Dunkelweizen",12,"Texian Brewing Co.","Richmond"," TX"
"Brutus",2116,7.1,69,216,"English India Pale Ale (IPA)",12,"Texian Brewing Co.","Richmond"," TX"
"Petit Mutant",1916,6,27,273,"American Wild Ale",16,"The Alchemist","Waterbury"," VT"
"The Crusher",1915,9.6,93.32,273,"American Double / Imperial IPA",16,"The Alchemist","Waterbury"," VT"
"Beelzebub",1914,8,62,273,"American Double / Imperial Stout",16,"The Alchemist","Waterbury"," VT"
"Focal Banger",1810,7,67.6345514950166,273,"American IPA",16,"The Alchemist","Waterbury"," VT"
"Heady Topper",1111,8,120,273,"American Double / Imperial IPA",16,"The Alchemist","Waterbury"," VT"
"Heady Topper",379,8,120,273,"American Double / Imperial IPA",16,"The Alchemist","Waterbury"," VT"
"Bomber Mountain Amber Ale (2013)",1200,4.6,20,458,"American Amber / Red Ale",12,"The Black Tooth Brewing Company","Sheridan"," WY"
"Indian Paintbrush IPA",1199,7,75,458,"American IPA",12,"The Black Tooth Brewing Company","Sheridan"," WY"
"Saddle Bronc Brown Ale (2013)",1198,4.8,16,458,"English Brown Ale",12,"The Black Tooth Brewing Company","Sheridan"," WY"
"Wagon Box Wheat Beer",1197,5.9,15,458,"American Pale Wheat Ale",12,"The Black Tooth Brewing Company","Sheridan"," WY"
"Birdhouse Pale Ale",1945,5,23.875,263,"Belgian Pale Ale",12,"The Brewer's Art","Baltimore"," MD"
"Ozzy",1079,7.3,23.875,263,"Belgian Pale Ale",12,"The Brewer's Art","Baltimore"," MD"
"Resurrection",94,7,21,263,"Dubbel",12,"The Brewer's Art","Baltimore"," MD"
"Bronx Summer Pale Ale",1748,5.2,16,330,"American Pale Ale (APA)",16,"The Bronx Brewery","Bronx"," NY"
"Bronx Black Pale Ale",1747,5.7,46,330,"American Black Ale",16,"The Bronx Brewery","Bronx"," NY"
"Bronx Pale Ale",1037,6.3,50,330,"American Pale Ale (APA)",16,"The Bronx Brewery","Bronx"," NY"
"Surfrider",2594,5.2,35,34,"American Pale Ale (APA)",16,"The Dudes' Brewing Company","Torrance"," CA"
"Kolschtal Eddy",2035,5.5,21.7777777777778,34,"Kölsch",16,"The Dudes' Brewing Company","Torrance"," CA"
"South Bay Session IPA",2034,5,67.6345514950166,34,"American IPA",16,"The Dudes' Brewing Company","Torrance"," CA"
"Grandma's Pecan",1562,6.9,34,34,"English Brown Ale",16,"The Dudes' Brewing Company","Torrance"," CA"
"Double Trunk",1561,9.9,101,34,"American Double / Imperial IPA",16,"The Dudes' Brewing Company","Torrance"," CA"
"Just IPA",1749,4.6,45,329,"American IPA",12,"The Just Beer Project","Burlington"," VT"
"Lionshead",2455,4.5,23.2857142857143,91,"American Pilsner",12,"The Lion Brewery","Wilkes-Barre"," PA"
"Manhattan Gold Lager (1990)",963,4.9,23.25,485,"American Amber / Red Lager",12,"The Manhattan Brewing Company","New York"," NY"
"G. B. Russo’s Italian Pistachio Pale Ale",2638,5.2,44.9411764705882,10,"American Pale Ale (APA)",16,"The Mitten Brewing Company","Grand Rapids"," MI"
"Northern Hawk Owl Amber",1278,5.8,36.2987012987013,439,"American Amber / Red Ale",12,"The Right Brain Brewery","Traverse City"," MI"
"CEO Stout",1277,5.9,41.3125,439,"American Stout",16,"The Right Brain Brewery","Traverse City"," MI"
"Will Power Pale Ale",1276,4.7,44.9411764705882,439,"American Pale Ale (APA)",16,"The Right Brain Brewery","Traverse City"," MI"
"Curious Traveler Shandy",1732,4.4,0,335,"Shandy",12,"The Traveler Beer Company","Burlington"," VT"
"Hunny Do Wheat",2347,4.8,18,143,"American Pale Wheat Ale",12,"Third Street Brewhouse","Cold Spring"," MN"
"Three Way Pale Ale",1781,5.2,44.9411764705882,143,"American Pale Ale (APA)",12,"Third Street Brewhouse","Cold Spring"," MN"
"Rise to the Top",1780,4.1,20.3333333333333,143,"Cream Ale",12,"Third Street Brewhouse","Cold Spring"," MN"
"Lost Trout Brown Ale",1779,4.9,29.8947368421053,143,"American Brown Ale",12,"Third Street Brewhouse","Cold Spring"," MN"
"Watermelon Ale",2421,5.1,11,109,"Fruit / Vegetable Beer",12,"Thomas Hooker Brewing Company","Bloomfield"," CT"
"Knotty Blonde Ale",2319,4,18,154,"American Blonde Ale",12,"Three Creeks Brewing","Sisters"," OR"
"Fivepine Chocolate Porter",2317,6.2,40,154,"American Porter",12,"Three Creeks Brewing","Sisters"," OR"
"Hoodoo Voodoo IPA",2316,6.2,82,154,"American IPA",12,"Three Creeks Brewing","Sisters"," OR"
"Hydraulion Red",1913,5.3,22,274,"Irish Red Ale",12,"Three Notch'd Brewing Company","Charlottesville"," VA"
"40 Mile IPA",1912,6,50,274,"American IPA",12,"Three Notch'd Brewing Company","Charlottesville"," VA"
"Citra Faced",2617,5.5,64,22,"American Pale Wheat Ale",16,"Three Pints Brewing","Martinsville"," IN"
"Pole Barn Stout",2616,5.5,31,22,"Oatmeal Stout",16,"Three Pints Brewing","Martinsville"," IN"
"Pale",2615,5.4,37,22,"American Pale Ale (APA)",16,"Three Pints Brewing","Martinsville"," IN"
"Yoshi's Nectar",2614,5.3,27,22,"California Common / Steam Beer",16,"Three Pints Brewing","Martinsville"," IN"
"Leatherhead Red",1889,5.2,36.2987012987013,283,"American Amber / Red Ale",12,"Thunderhead Brewing Company","Kearney"," NE"
"Cropduster Mid-American IPA",1222,6.5,67.6345514950166,283,"American IPA",12,"Thunderhead Brewing Company","Kearney"," NE"
"Golden Frau Honey Wheat",122,7.5,12,283,"Braggot",12,"Thunderhead Brewing Company","Kearney"," NE"
"Cornstalker Dark Wheat",121,5.2,27.6,283,"American Dark Wheat Ale",12,"Thunderhead Brewing Company","Kearney"," NE"
"Cafe Leche",2623,5.8,20,18,"American Porter",16,"Tin Man Brewing Company","Evansville"," IN"
"Damascene Apricot Sour",2622,5.2,12,18,"Fruit / Vegetable Beer",16,"Tin Man Brewing Company","Evansville"," IN"
"Csar",2621,12,90,18,"Russian Imperial Stout",16,"Tin Man Brewing Company","Evansville"," IN"
"Klingon Warnog Roggen Dunkel",1817,5.5,20,18,"Roggenbier",16,"Tin Man Brewing Company","Evansville"," IN"
"Overlord Imperial IPA",1449,8.5,115,18,"American Double / Imperial IPA",16,"Tin Man Brewing Company","Evansville"," IN"
"Alloy",951,5.8,36,18,"American IPA",16,"Tin Man Brewing Company","Evansville"," IN"
"Rivet Irish Red Ale",950,5.1,22,18,"Irish Red Ale",16,"Tin Man Brewing Company","Evansville"," IN"
"3 Gear Robust Porter",949,5.2,50,18,"American Porter",16,"Tin Man Brewing Company","Evansville"," IN"
"Circuit Bohemian Pilsner",948,4.5,35,18,"Czech Pilsener",16,"Tin Man Brewing Company","Evansville"," IN"
"Turnrow Harvest Ale",2321,5.5,20.983606557377,153,"American Blonde Ale",12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"Juke Joint IPA",1755,7,60,153,"American IPA",12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"Parade Ground Coffee Porter",1754,7,35,153,"American Porter",12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"Tin Roof Watermelon Wheat",1428,5,21,153,"Fruit / Vegetable Beer",12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"Tin Roof Blonde Ale",529,4.5,18,153,"American Blonde Ale",12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"Voodoo Bengal Pale Ale",495,5.5,37,153,"American Pale Ale (APA)",12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"Perfect Tin Amber",494,4.5,28,153,"American Amber / Red Ale",12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"IPA & a Half",1856,7.3,87,292,"American IPA",12,"Tommyknocker Brewery","Idaho Springs"," CO"
"Ornery Amber Lager (2003)",736,5.5,33,292,"Vienna Lager",12,"Tommyknocker Brewery","Idaho Springs"," CO"
"Big Island Shandy",1027,5,0,475,"Shandy",16,"Tonka Beer Company","Minnetonka"," MN"
"Preservation IPA",1026,6.8,67.6345514950166,475,"American IPA",16,"Tonka Beer Company","Minnetonka"," MN"
"Almanac IPA",1938,6.2,72,266,"American IPA",12,"Tractor Brewing Company","Albuquerque"," NM"
"Milk Mustachio Stout",1937,6.5,25.1666666666667,266,"Milk / Sweet Stout",12,"Tractor Brewing Company","Albuquerque"," NM"
"Farmer's Tan Red Ale",1936,6,30,266,"American Amber / Red Ale",12,"Tractor Brewing Company","Albuquerque"," NM"
"Triangle India Pale Ale",594,5.7,67.6345514950166,525,"American IPA",12,"Triangle Brewing Company","Durham"," NC"
"Triangle White Ale",114,5,16.2083333333333,525,"Witbier",12,"Triangle Brewing Company","Durham"," NC"
"Triangle Belgian Golden Ale",113,8,25,525,"Belgian Strong Pale Ale",12,"Triangle Brewing Company","Durham"," NC"
"Troegenator",2445,8.2,24.5,98,"Doppelbock",16,"Tröegs Brewing Company","Hershey"," PA"
"Nugget Nectar",2444,7.5,93,98,"American Amber / Red Ale",16,"Tröegs Brewing Company","Hershey"," PA"
"Sunshine Pils",2203,4.5,45,98,"American Pilsner",12,"Tröegs Brewing Company","Hershey"," PA"
"Troegenator Doublebock",1510,8.2,25,98,"Doppelbock",16,"Tröegs Brewing Company","Hershey"," PA"
"Perpetual IPA",1509,7.5,85,98,"American IPA",12,"Tröegs Brewing Company","Hershey"," PA"
"Greenville Pale Ale",433,5.5,52,540,"American Pale Ale (APA)",12,"Twin Lakes Brewing Company","Greenville"," DE"
"Hoppy Boy",641,6.2,65,521,"American IPA",16,"Twisted Pine Brewing Company","Boulder"," CO"
"Cow Creek",2588,5.4,26,39,"American Amber / Red Lager",12,"Twisted X Brewing Company","Dripping Springs"," TX"
"Chupahopra",2458,7.5,63,39,"American IPA",12,"Twisted X Brewing Company","Dripping Springs"," TX"
"Twisted X",2212,5.1,19,39,"American Adjunct Lager",12,"Twisted X Brewing Company","Dripping Springs"," TX"
"Day Hike Session",2235,4.1,41,191,"American IPA",12,"Two Beers Brewing Company","Seattle"," WA"
"Trailhead ISA",1661,4.8,48,191,"American IPA",12,"Two Beers Brewing Company","Seattle"," WA"
"Immersion Amber",1660,5.2,27,191,"American Amber / Red Ale",12,"Two Beers Brewing Company","Seattle"," WA"
"Evo IPA",1659,6.2,70,191,"American IPA",12,"Two Beers Brewing Company","Seattle"," WA"
"Presidential Pils",1438,4.8,33.8125,191,"Czech Pilsener",12,"Two Beers Brewing Company","Seattle"," WA"
"Evolutionary IPA (2012)",1173,6.2,70,191,"American IPA",12,"Two Beers Brewing Company","Seattle"," WA"
"Persnickety Pale",560,5.7,36,191,"American Pale Ale (APA)",12,"Two Beers Brewing Company","Seattle"," WA"
"SoDo Brown Ale",519,5.4,20,191,"American Brown Ale",12,"Two Beers Brewing Company","Seattle"," WA"
"Immersion Amber Ale (2011)",518,5.2,27,191,"American Amber / Red Ale",12,"Two Beers Brewing Company","Seattle"," WA"
"Evolutionary IPA (2011)",505,6.2,70,191,"American IPA",12,"Two Beers Brewing Company","Seattle"," WA"
"Trailhead India Style Session Ale (2011)",482,4.8,48,191,"American IPA",12,"Two Beers Brewing Company","Seattle"," WA"
"Panorama Wheat Ale",451,4.6,20.6885245901639,191,"American Pale Wheat Ale",12,"Two Beers Brewing Company","Seattle"," WA"
"Wobble",2497,6.3,69,75,"American IPA",16,"Two Brothers Brewing Company","Warrenville"," IL"
"Night Cat",2246,5.8,43,75,"American Dark Wheat Ale",12,"Two Brothers Brewing Company","Warrenville"," IL"
"Night Cat (2014)",1630,5.8,43,75,"American Dark Wheat Ale",12,"Two Brothers Brewing Company","Warrenville"," IL"
"Dog Days Lager",1284,5.1,17,75,"Dortmunder / Export Lager",12,"Two Brothers Brewing Company","Warrenville"," IL"
"Sidekick Extra Pale Ale",1121,5.1,36,75,"American Pale Ale (APA)",12,"Two Brothers Brewing Company","Warrenville"," IL"
"Atom Smasher",1042,7.7,23,75,"Märzen / Oktoberfest",12,"Two Brothers Brewing Company","Warrenville"," IL"
"Testudo",1041,4.5,23,75,"Bière de Garde",12,"Two Brothers Brewing Company","Warrenville"," IL"
"Hobnob B & B Pale Ale",1040,6.5,44.9411764705882,75,"American Pale Ale (APA)",12,"Two Brothers Brewing Company","Warrenville"," IL"
"Cane and Ebel",861,7,68,75,"American Strong Ale",12,"Two Brothers Brewing Company","Warrenville"," IL"
"Outlaw IPA (2015)",642,6.5,67.6345514950166,75,"American IPA",12,"Two Brothers Brewing Company","Warrenville"," IL"
"The Gilded Age",2037,4.5,17.9166666666667,244,"Munich Helles Lager",12,"Two Henrys Brewing Company","Plant City"," FL"
"No Limits Hefeweizen",1285,5,17.5925925925926,436,"Hefeweizen",16,"Two Roads Brewing Company","Stratford"," CT"
"Honeyspot Road White IPA",1189,6,48.8333333333333,436,"American White IPA",12,"Two Roads Brewing Company","Stratford"," CT"
"Road 2 Ruin Double IPA",1171,7.2,93.32,436,"American Double / Imperial IPA",12,"Two Roads Brewing Company","Stratford"," CT"
